id,serviceId,serviceName,query,normalizedQuery,clusterId,persona,financingTrigger,lifecycleStage,funnelHeadline,funnelStage,geography,intent,relevanceDisposition,dataStatus,monthlySearches,trendSeasonality,cpc,paidCompetition,difficulty,gscClicks,gscImpressions,gscCtr,gscPosition,answerSocratesObserved,serpValidated,observedAt,leadCaptureScore,authorityBuildScore,confidence,recommendedPageType,targetPath,sourceObservationRefs,evidenceNote
KW-144,partner-program,Partner / Referral Program,mortgage referral fee rules Ontario,mortgage referral fee rules ontario,partner-program-project-feasibility,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-145,partner-program,Partner / Referral Program,mortgage referral program vs co brokering,mortgage referral program vs co brokering,partner-program-planning-comparison,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-146,partner-program,Partner / Referral Program,construction financing referral partner,construction financing referral partner,partner-program-planning-comparison,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-147,partner-program,Partner / Referral Program,mortgage broker referral program Ontario,mortgage broker referral program ontario,partner-program-financing-qualification,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-148,partner-program,Partner / Referral Program,mortgage referral partner Ontario,mortgage referral partner ontario,partner-program-financing-qualification,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-149,partner-program,Partner / Referral Program,refer a declined mortgage client Ontario,refer a declined mortgage client ontario,partner-program-immediate-transaction-problem,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-150,partner-program,Partner / Referral Program,urgent construction financing referral,urgent construction financing referral,partner-program-immediate-transaction-problem,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-151,builder-consulting,Builder Consulting,what does a builder financing consultant do,what does a builder financing consultant do,builder-consulting-awareness-education,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-152,builder-consulting,Builder Consulting,construction finance advisory Ontario,construction finance advisory ontario,builder-consulting-awareness-education,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-153,builder-consulting,Builder Consulting,development feasibility consultant Toronto,development feasibility consultant toronto,builder-consulting-project-feasibility,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-154,builder-consulting,Builder Consulting,construction budget review for financing,construction budget review for financing,builder-consulting-project-feasibility,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-155,builder-consulting,Builder Consulting,builder financing consultant vs mortgage broker,builder financing consultant vs mortgage broker,builder-consulting-planning-comparison,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-156,builder-consulting,Builder Consulting,development capital stack consultant Ontario,development capital stack consultant ontario,builder-consulting-planning-comparison,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-157,builder-consulting,Builder Consulting,builder financing consultant Toronto,builder financing consultant toronto,builder-consulting-financing-qualification,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-158,builder-consulting,Builder Consulting,construction financing strategy consultant Ontario,construction financing strategy consultant ontario,builder-consulting-financing-qualification,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-159,builder-consulting,Builder Consulting,stalled construction project financing consultant,stalled construction project financing consultant,builder-consulting-immediate-transaction-problem,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-160,builder-consulting,Builder Consulting,urgent builder capital shortfall Ontario,urgent builder capital shortfall ontario,builder-consulting-immediate-transaction-problem,Builder or developer preparing a financeable project,"feasibility, pro forma, budget, capital stack, or project rescue",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/builder-consulting,landing-page-inventory|serp-builder-consulting,"No fresh volume/CPC/KD available; blank means unknown, not zero."
